anxiety_level,self_esteem,depression,headache,sleep_quality,noise_level,living_conditions,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure,anxiety_level_normalized,self_esteem_normalized,depression_normalized,headache_normalized,sleep_quality_normalized,noise_level_normalized,living_conditions_normalized,basic_needs_normalized,academic_performance_normalized,study_load_normalized,teacher_student_relationship_normalized,future_career_concerns_normalized,social_support_normalized,peer_pressure_normalized,stress_level
2,23,4,3,4,5,3,3,2,2,3,2,0,1,1.380952380952381,1.9333333333333336,1.5925925925925926,3.4,1.7999999999999998,5.0,3.0,2.6,3.4,2.6,2.6,2.6,5.0,1.8,2.8572310405643737
9,20,9,3,3,2,2,3,3,3,2,2,2,2,2.7142857142857144,2.3333333333333335,2.333333333333333,3.4,2.6,2.6,2.0,2.6,2.6,3.4,3.4,2.6,3.4,2.6,2.7019841269841267
5,25,7,1,5,2,3,5,4,1,5,1,3,2,1.9523809523809523,1.666666666666666,2.037037037037037,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,2.6,2.5995590828924167
18,1,26,5,1,5,1,2,1,3,1,5,1,5,4.428571428571429,4.866666666666667,4.851851851851851,5.0,4.2,5.0,1.0,3.4,4.2,3.4,4.2,5.0,4.2,5.0,2.13668430335097
10,18,9,3,2,3,3,3,2,2,2,3,3,2,2.9047619047619047,2.6,2.333333333333333,3.4,3.4,3.4,3.0,2.6,3.4,2.6,3.4,3.4,2.6,2.6,2.7182539682539684
21,27,14,5,0,1,5,2,0,0,3,1,0,4,5.0,1.4000000000000004,3.074074074074074,5.0,5.0,1.8,5.0,3.4,5.0,1.0,2.6,1.8,5.0,4.2,3.58641975308642
19,7,19,5,1,3,2,2,1,4,1,4,1,5,4.619047619047619,4.066666666666666,3.814814814814815,5.0,4.2,3.4,2.0,3.4,4.2,4.2,4.2,4.2,4.2,5.0,2.476410934744268
14,21,13,3,2,2,2,3,2,2,2,3,3,3,3.6666666666666665,2.2,2.9259259259259256,3.4,3.4,2.6,2.0,2.6,3.4,2.6,3.4,3.4,2.6,3.4,2.9330246913580247
10,23,13,2,3,3,2,2,3,2,3,2,3,2,2.9047619047619047,1.9333333333333336,2.9259259259259256,2.6,2.6,3.4,2.0,3.4,2.6,2.6,2.6,2.6,2.6,2.6,2.901278659611993
16,11,18,3,1,4,2,2,1,5,1,5,1,5,4.0476190476190474,3.533333333333333,3.6666666666666665,3.4,4.2,4.2,2.0,3.4,4.2,5.0,4.2,5.0,4.2,5.0,2.7464285714285714
0,25,5,1,5,1,4,5,5,1,5,1,3,1,1.0,1.666666666666666,1.7407407407407407,1.8,1.0,1.8,4.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.489197530864198
14,23,14,2,2,3,3,2,2,2,2,2,3,3,3.6666666666666665,1.9333333333333336,3.074074074074074,2.6,3.4,3.4,3.0,3.4,3.4,2.6,3.4,2.6,2.6,3.4,3.114197530864197
21,0,25,3,1,5,1,1,1,3,1,4,1,5,5.0,5.0,4.703703703703704,3.4,4.2,5.0,1.0,4.2,4.2,3.4,4.2,4.2,4.2,5.0,2.020987654320988
12,16,13,2,3,3,3,2,2,2,2,2,3,3,3.2857142857142856,2.8666666666666667,2.9259259259259256,2.6,2.6,3.4,3.0,3.4,3.4,2.6,3.4,2.6,2.6,3.4,2.5921516754850087
6,26,21,3,1,4,5,4,5,3,3,3,1,3,2.142857142857143,1.5333333333333332,4.111111111111111,3.4,4.2,4.2,5.0,1.7999999999999998,1.0,3.4,2.6,3.4,4.2,3.4,3.343915343915344
18,1,16,3,1,3,2,1,1,5,1,5,1,4,4.428571428571429,4.866666666666667,3.3703703703703702,3.4,4.2,3.4,2.0,4.2,4.2,5.0,4.2,5.0,4.2,4.2,2.049955908289242
5,25,6,1,5,1,3,4,4,1,4,1,3,1,1.9523809523809523,1.666666666666666,1.8888888888888888,1.8,1.0,1.8,3.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.593386243386244
10,11,12,3,5,4,2,2,0,1,4,1,1,1,2.9047619047619047,3.533333333333333,2.7777777777777777,3.4,1.0,4.2,2.0,3.4,5.0,1.8,1.7999999999999998,1.8,4.2,1.8,2.0617724867724867
0,26,8,1,4,2,4,4,4,1,5,1,3,1,1.0,1.5333333333333332,2.185185185185185,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.707716049382716
19,8,21,5,1,5,2,2,2,5,2,5,1,4,4.619047619047619,3.9333333333333336,4.111111111111111,5.0,4.2,5.0,2.0,3.4,3.4,5.0,3.4,5.0,4.2,4.2,2.5887566137566136
15,8,17,4,1,3,1,1,2,4,2,4,1,5,3.857142857142857,3.9333333333333336,3.5185185185185186,4.2,4.2,3.4,1.0,4.2,3.4,4.2,3.4,4.2,4.2,5.0,2.390652557319224
21,11,20,3,1,5,1,1,1,3,2,5,1,5,5.0,3.533333333333333,3.962962962962963,3.4,4.2,5.0,1.0,4.2,4.2,3.4,3.4,5.0,4.2,5.0,2.723456790123457
19,1,26,4,1,5,1,1,1,4,1,5,1,4,4.619047619047619,4.866666666666667,4.851851851851851,4.2,4.2,5.0,1.0,4.2,4.2,4.2,4.2,5.0,4.2,4.2,2.1446208112874783
7,30,7,1,4,2,4,4,4,2,5,1,3,2,2.333333333333333,1.0,2.037037037037037,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,3.090432098765432
16,9,26,5,1,3,1,2,1,4,1,4,1,5,4.0476190476190474,3.8,4.851851851851851,5.0,4.2,3.4,1.0,3.4,4.2,4.2,4.2,4.2,4.2,5.0,2.587477954144621
12,7,17,0,0,2,3,3,3,4,4,1,0,3,3.2857142857142856,4.066666666666666,3.5185185185185186,1.0,5.0,2.6,3.0,2.6,2.6,4.2,1.7999999999999998,1.8,5.0,3.4,1.9168430335097006
16,7,5,3,5,5,0,0,4,1,1,1,1,2,4.0476190476190474,4.066666666666666,1.7407407407407407,3.4,1.0,5.0,1.0,5.0,1.7999999999999998,1.8,4.2,1.8,4.2,2.6,1.8578483245149915
17,11,26,5,1,5,1,1,2,4,1,4,1,5,4.238095238095238,3.533333333333333,4.851851851851851,5.0,4.2,5.0,1.0,4.2,3.4,4.2,4.2,4.2,4.2,5.0,2.795414462081129
3,25,6,1,5,1,3,5,4,2,4,1,3,2,1.5714285714285714,1.666666666666666,1.8888888888888888,1.8,1.0,1.8,3.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.610846560846561
12,3,0,0,1,1,1,5,5,2,2,1,1,0,3.2857142857142856,4.6,1.0,1.0,4.2,1.8,1.0,1.0,1.0,2.6,3.4,1.8,4.2,1.0,1.1619047619047622
14,18,14,2,3,2,3,3,2,3,2,2,3,3,3.6666666666666665,2.6,3.074074074074074,2.6,2.6,2.6,3.0,2.6,3.4,3.4,3.4,2.6,2.6,3.4,2.7141975308641975
13,20,12,3,2,2,2,3,2,3,2,2,2,3,3.4761904761904763,2.3333333333333335,2.7777777777777777,3.4,3.4,2.6,2.0,2.6,3.4,3.4,3.4,2.6,3.4,3.4,2.852248677248677
2,11,15,2,4,0,4,3,4,0,3,4,1,1,1.380952380952381,3.533333333333333,3.2222222222222223,2.6,1.7999999999999998,1.0,4.0,2.6,1.7999999999999998,1.0,2.6,4.2,4.2,1.8,1.9001322751322753
13,19,12,2,2,3,3,2,2,2,3,2,3,3,3.4761904761904763,2.466666666666667,2.7777777777777777,2.6,3.4,3.4,3.0,3.4,3.4,2.6,2.6,2.6,2.6,3.4,2.7939153439153435
11,15,9,2,2,3,3,2,3,3,3,2,3,3,3.0952380952380953,3.0,2.333333333333333,2.6,3.4,3.4,3.0,3.4,2.6,3.4,2.6,2.6,2.6,3.4,2.492857142857143
10,25,9,2,2,2,2,2,3,2,2,3,3,3,2.9047619047619047,1.666666666666666,2.333333333333333,2.6,3.4,2.6,2.0,3.4,2.6,2.6,3.4,3.4,2.6,3.4,3.109920634920635
20,11,22,3,1,4,2,2,2,3,1,5,1,5,4.809523809523809,3.533333333333333,4.2592592592592595,3.4,4.2,4.2,2.0,3.4,3.4,3.4,4.2,5.0,4.2,5.0,2.7028659611992945
3,0,4,1,1,4,3,3,1,1,2,1,1,0,1.5714285714285714,5.0,1.5925925925925926,1.8,4.2,4.2,3.0,2.6,4.2,1.8,3.4,1.8,4.2,1.0,1.2985008818342152
15,0,19,4,1,4,2,2,2,4,1,5,1,5,3.857142857142857,5.0,3.814814814814815,4.2,4.2,4.2,2.0,3.4,3.4,4.2,4.2,5.0,4.2,5.0,1.9779982363315698
0,30,1,1,5,2,3,5,5,1,5,1,3,2,1.0,1.0,1.1481481481481481,1.8,1.0,2.6,3.0,1.0,1.0,1.8,1.0,1.8,2.6,2.6,2.8228395061728397
4,26,6,1,4,1,4,4,5,2,4,1,3,1,1.7619047619047619,1.5333333333333332,1.8888888888888888,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.7271164021164025
1,28,14,3,2,2,3,5,2,4,4,0,1,2,1.1904761904761905,1.2666666666666666,3.074074074074074,3.4,3.4,2.6,3.0,1.0,3.4,4.2,1.7999999999999998,1.0,4.2,2.6,3.144356261022928
1,27,5,1,4,2,3,5,5,2,4,1,3,2,1.1904761904761905,1.4000000000000004,1.7407407407407407,1.8,1.7999999999999998,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,2.6,2.7554673721340386
18,7,20,0,4,1,3,4,1,0,2,3,0,1,4.428571428571429,4.066666666666666,3.962962962962963,1.0,1.7999999999999998,1.8,3.0,1.7999999999999998,4.2,1.0,3.4,3.4,5.0,1.8,1.7829805996472665
16,1,16,3,1,5,1,1,1,5,1,4,1,4,4.0476190476190474,4.866666666666667,3.3703703703703702,3.4,4.2,5.0,1.0,4.2,4.2,5.0,4.2,4.2,4.2,4.2,2.0257495590828922
11,21,9,3,3,3,2,3,2,3,2,2,2,2,3.0952380952380953,2.2,2.333333333333333,3.4,2.6,3.4,2.0,2.6,3.4,3.4,3.4,2.6,3.4,2.6,2.8511904761904763
7,26,8,1,4,1,3,5,5,2,5,1,3,2,2.333333333333333,1.5333333333333332,2.185185185185185,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,2.6,1.0,1.8,2.6,2.6,2.6882716049382718
18,14,20,4,1,4,2,1,2,3,2,4,1,4,4.428571428571429,3.1333333333333333,3.962962962962963,4.2,4.2,4.2,2.0,4.2,3.4,3.4,3.4,4.2,4.2,4.2,2.8413139329806
9,20,10,2,2,2,2,2,3,2,2,3,3,2,2.7142857142857144,2.3333333333333335,2.4814814814814814,2.6,3.4,2.6,2.0,3.4,2.6,2.6,3.4,3.4,2.6,2.6,2.7414902998236332
1,28,8,1,5,2,3,5,4,1,5,1,3,1,1.1904761904761905,1.2666666666666666,2.185185185185185,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.740652557319224
16,11,18,4,1,5,1,1,2,4,2,5,1,5,4.0476190476190474,3.533333333333333,3.6666666666666665,4.2,4.2,5.0,1.0,4.2,3.4,4.2,3.4,5.0,4.2,5.0,2.704761904761905
8,4,27,5,2,4,4,2,5,1,3,0,0,1,2.5238095238095237,4.466666666666667,5.0,5.0,3.4,4.2,4.0,3.4,1.0,1.8,2.6,1.0,5.0,1.8,1.75515873015873
9,22,12,3,3,2,2,3,3,3,2,2,2,3,2.7142857142857144,2.066666666666667,2.7777777777777777,3.4,2.6,2.6,2.0,2.6,2.6,3.4,3.4,2.6,3.4,3.4,2.8871693121693123
8,29,3,1,4,2,3,4,4,2,5,1,3,1,2.5238095238095237,1.1333333333333329,1.4444444444444444,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.7999999999999998,2.6,1.0,1.8,2.6,1.8,2.9320105820105824
3,27,8,1,5,2,3,4,4,1,4,1,3,1,1.5714285714285714,1.4000000000000004,2.185185185185185,1.8,1.0,2.6,3.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.75652557319224
3,29,5,1,5,1,3,5,5,2,5,1,3,2,1.5714285714285714,1.1333333333333329,1.7407407407407407,1.8,1.0,1.8,3.0,1.0,1.0,2.6,1.0,1.8,2.6,2.6,2.8046737213403885
12,16,12,2,2,3,2,2,2,2,3,3,3,3,3.2857142857142856,2.8666666666666667,2.7777777777777777,2.6,3.4,3.4,2.0,3.4,3.4,2.6,2.6,3.4,2.6,3.4,2.5776455026455025
3,28,2,1,4,1,3,5,4,1,4,1,3,1,1.5714285714285714,1.2666666666666666,1.2962962962962963,1.8,1.7999999999999998,1.8,3.0,1.0,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,1.8,2.7528218694885362
21,3,19,0,3,3,0,5,5,4,2,3,0,2,5.0,4.6,3.814814814814815,1.0,2.6,3.4,1.0,1.0,1.0,4.2,3.4,3.4,5.0,2.6,1.5506172839506174
4,21,5,0,1,3,2,0,4,1,1,0,0,1,1.7619047619047619,2.2,1.7407407407407407,1.0,4.2,3.4,2.0,5.0,1.7999999999999998,1.8,4.2,1.0,5.0,1.8,2.6376102292768957
7,26,6,1,4,1,3,5,5,1,4,1,3,1,2.333333333333333,1.5333333333333332,1.8888888888888888,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.642592592592593
7,25,2,1,5,1,3,5,5,2,5,1,3,2,2.333333333333333,1.666666666666666,1.2962962962962963,1.8,1.0,1.8,3.0,1.0,1.0,2.6,1.0,1.8,2.6,2.6,2.551234567901235
3,4,7,0,5,1,3,5,3,1,2,4,0,2,1.5714285714285714,4.466666666666667,2.037037037037037,1.0,1.0,1.8,3.0,1.0,2.6,1.8,3.4,4.2,5.0,2.6,1.350352733686067
3,28,2,1,4,1,4,5,4,1,5,1,3,1,1.5714285714285714,1.2666666666666666,1.2962962962962963,1.8,1.7999999999999998,1.8,4.0,1.0,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.7611552028218695
15,13,18,3,1,3,1,1,2,3,1,4,1,5,3.857142857142857,3.2666666666666666,3.6666666666666665,3.4,4.2,3.4,1.0,4.2,3.4,3.4,4.2,4.2,4.2,5.0,2.696825396825397
11,15,12,2,3,3,2,3,3,2,3,3,2,3,3.0952380952380953,3.0,2.7777777777777777,2.6,2.6,3.4,2.0,2.6,2.6,2.6,2.6,3.4,3.4,3.4,2.4030423280423285
21,11,18,3,1,4,2,1,2,3,2,4,1,5,5.0,3.533333333333333,3.6666666666666665,3.4,4.2,4.2,2.0,4.2,3.4,3.4,3.4,4.2,4.2,5.0,2.6527777777777777
16,15,23,3,1,3,2,2,1,3,2,4,1,4,4.0476190476190474,3.0,4.407407407407407,3.4,4.2,3.4,2.0,3.4,4.2,3.4,3.4,4.2,4.2,4.2,2.843959435626102
18,9,23,4,1,4,2,2,2,5,2,4,1,5,4.428571428571429,3.8,4.407407407407407,4.2,4.2,4.2,2.0,3.4,3.4,5.0,3.4,4.2,4.2,5.0,2.5931657848324514
21,13,16,4,1,5,1,2,1,5,1,4,1,4,5.0,3.2666666666666666,3.3703703703703702,4.2,4.2,5.0,1.0,3.4,4.2,5.0,4.2,4.2,4.2,4.2,2.8654320987654325
20,28,8,3,2,1,0,3,5,3,0,2,1,3,4.809523809523809,1.2666666666666666,2.185185185185185,3.4,3.4,1.8,1.0,2.6,1.0,3.4,5.0,2.6,4.2,3.4,3.3081128747795416
15,14,19,5,1,3,2,2,2,5,2,5,1,5,3.857142857142857,3.1333333333333333,3.814814814814815,5.0,4.2,3.4,2.0,3.4,3.4,5.0,3.4,5.0,4.2,5.0,2.911331569664903
7,30,5,1,4,1,4,4,4,1,4,1,3,2,2.333333333333333,1.0,1.7407407407407407,1.8,1.7999999999999998,1.8,4.0,1.7999999999999998,1.7999999999999998,1.8,1.7999999999999998,1.8,2.6,2.6,3.044753086419753
18,4,1,1,0,5,2,4,0,2,0,2,0,0,4.428571428571429,4.466666666666667,1.1481481481481481,1.8,5.0,5.0,2.0,1.7999999999999998,5.0,2.6,5.0,2.6,5.0,1.0,1.8240299823633157
17,9,27,3,1,5,2,1,1,5,2,4,1,5,4.238095238095238,3.8,5.0,3.4,4.2,5.0,2.0,4.2,4.2,5.0,3.4,4.2,4.2,5.0,2.676587301587302
1,19,5,0,3,1,2,4,4,3,1,0,1,0,1.1904761904761905,2.466666666666667,1.7407407407407407,1.0,2.6,1.8,2.0,1.7999999999999998,1.7999999999999998,3.4,4.2,1.0,4.2,1.0,2.2471340388007053
12,10,21,4,5,2,4,4,2,1,2,5,1,2,3.2857142857142856,3.666666666666667,4.111111111111111,4.2,1.0,2.6,4.0,1.7999999999999998,3.4,1.8,3.4,5.0,4.2,2.6,2.2165343915343914
3,29,7,1,4,1,3,5,5,1,5,1,3,1,1.5714285714285714,1.1333333333333329,2.037037037037037,1.8,1.7999999999999998,1.8,3.0,1.0,1.0,1.8,1.0,1.8,2.6,1.8,2.7836860670194006
5,2,6,3,5,4,2,2,1,2,1,5,1,1,1.9523809523809523,4.733333333333333,1.8888888888888888,3.4,1.0,4.2,2.0,3.4,4.2,2.6,4.2,5.0,4.2,1.8,1.618386243386243
14,17,10,2,2,3,3,3,2,2,2,3,3,3,3.6666666666666665,2.7333333333333334,2.4814814814814814,2.6,3.4,3.4,3.0,2.6,3.4,2.6,3.4,3.4,2.6,3.4,2.689506172839506
13,2,5,1,2,0,1,5,1,2,4,4,0,0,3.4761904761904763,4.733333333333333,1.7407407407407407,1.8,3.4,1.0,1.0,1.0,4.2,2.6,1.7999999999999998,4.2,5.0,1.0,1.2673721340388007
18,0,21,3,1,3,2,2,2,4,1,5,1,4,4.428571428571429,5.0,4.111111111111111,3.4,4.2,3.4,2.0,3.4,3.4,4.2,4.2,5.0,4.2,4.2,1.9141534391534394
15,12,19,3,1,3,2,1,1,5,2,4,1,4,3.857142857142857,3.4,3.814814814814815,3.4,4.2,3.4,2.0,4.2,4.2,5.0,3.4,4.2,4.2,4.2,2.711331569664903
11,23,13,3,2,3,2,2,3,2,3,3,2,2,3.0952380952380953,1.9333333333333336,2.9259259259259256,3.4,3.4,3.4,2.0,3.4,2.6,2.6,2.6,3.4,3.4,2.6,3.0092151675485006
14,18,12,3,2,3,3,3,3,2,2,3,3,2,3.6666666666666665,2.6,2.7777777777777777,3.4,3.4,3.4,3.0,2.6,2.6,2.6,3.4,3.4,2.6,2.6,2.7351851851851854
15,13,15,3,1,4,1,1,1,5,2,5,1,5,3.857142857142857,3.2666666666666666,3.2222222222222223,3.4,4.2,4.2,1.0,4.2,4.2,5.0,3.4,5.0,4.2,5.0,2.8116402116402117
3,26,8,1,4,2,3,5,5,2,4,1,3,1,1.5714285714285714,1.5333333333333332,2.185185185185185,1.8,1.7999999999999998,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.6898589065255734
18,6,23,5,1,4,2,1,1,3,2,4,1,5,4.428571428571429,4.2,4.407407407407407,5.0,4.2,4.2,2.0,4.2,4.2,3.4,3.4,4.2,4.2,5.0,2.4264991181657845
19,9,24,4,1,4,1,1,2,4,1,5,1,4,4.619047619047619,3.8,4.555555555555555,4.2,4.2,4.2,1.0,4.2,3.4,4.2,4.2,5.0,4.2,4.2,2.598941798941799
17,23,4,1,3,4,1,0,4,0,0,0,0,5,4.238095238095238,1.9333333333333336,1.5925925925925926,1.8,2.6,4.2,1.0,5.0,1.7999999999999998,1.0,5.0,1.0,5.0,5.0,2.9596119929453257
18,7,22,5,1,5,1,1,1,3,1,4,1,5,4.428571428571429,4.066666666666666,4.2592592592592595,5.0,4.2,5.0,1.0,4.2,4.2,3.4,4.2,4.2,4.2,5.0,2.5119929453262793
16,11,17,5,1,4,2,1,2,5,1,4,1,5,4.0476190476190474,3.533333333333333,3.5185185185185186,5.0,4.2,4.2,2.0,4.2,3.4,5.0,4.2,4.2,4.2,5.0,2.7735890652557322
12,23,10,2,2,2,3,2,2,2,2,3,3,2,3.2857142857142856,1.9333333333333336,2.4814814814814814,2.6,3.4,2.6,3.0,3.4,3.4,2.6,3.4,3.4,2.6,2.6,3.0402998236331564
8,29,7,1,5,2,3,5,5,2,4,1,3,1,2.5238095238095237,1.1333333333333329,2.037037037037037,1.8,1.0,2.6,3.0,1.0,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.890035273368607
3,25,1,1,4,2,4,4,5,2,4,1,3,1,1.5714285714285714,1.666666666666666,1.1481481481481481,1.8,1.7999999999999998,2.6,4.0,1.7999999999999998,1.0,2.6,1.7999999999999998,1.8,2.6,1.8,2.654982363315697
6,19,14,2,4,1,2,2,4,3,2,5,0,1,2.142857142857143,2.466666666666667,3.074074074074074,2.6,1.7999999999999998,1.8,2.0,3.4,1.7999999999999998,3.4,3.4,5.0,5.0,1.8,2.6090388007054672
2,18,13,2,3,0,5,5,5,0,2,5,0,2,1.380952380952381,2.6,2.9259259259259256,2.6,2.6,1.0,5.0,1.0,1.0,1.0,3.4,5.0,5.0,2.6,2.429453262786596
20,9,20,2,0,2,1,4,0,4,1,4,0,1,4.809523809523809,3.8,3.962962962962963,2.6,5.0,2.6,1.0,1.7999999999999998,5.0,4.2,4.2,4.2,5.0,1.8,2.315520282186949
17,12,22,4,1,4,2,1,2,3,1,5,1,4,4.238095238095238,3.4,4.2592592592592595,4.2,4.2,4.2,2.0,4.2,3.4,3.4,4.2,5.0,4.2,4.2,2.779056437389771
13,16,14,3,2,2,2,2,3,3,3,3,2,3,3.4761904761904763,2.8666666666666667,3.074074074074074,3.4,3.4,2.6,2.0,3.4,2.6,3.4,2.6,3.4,3.4,3.4,2.597927689594356
1,29,2,1,5,2,3,5,4,2,4,1,3,2,1.1904761904761905,1.1333333333333329,1.2962962962962963,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,2.6,2.870282186948854
21,4,22,3,1,3,2,1,1,5,1,5,1,4,5.0,4.466666666666667,4.2592592592592595,3.4,4.2,3.4,2.0,4.2,4.2,5.0,4.2,5.0,4.2,4.2,2.3108024691358025
11,16,5,5,4,0,1,1,1,4,4,4,1,2,3.0952380952380953,2.8666666666666667,1.7407407407407407,5.0,1.7999999999999998,1.0,1.0,4.2,4.2,4.2,1.7999999999999998,4.2,4.2,2.6,2.5181657848324512
16,7,6,2,0,0,4,4,4,4,3,0,0,0,4.0476190476190474,4.066666666666666,1.8888888888888888,2.6,5.0,1.0,4.0,1.7999999999999998,1.7999999999999998,4.2,2.6,1.0,5.0,1.0,1.755687830687831
15,6,21,4,1,4,2,2,1,4,2,4,1,5,3.857142857142857,4.2,4.111111111111111,4.2,4.2,4.2,2.0,3.4,4.2,4.2,3.4,4.2,4.2,5.0,2.357010582010582
20,8,17,3,1,4,2,1,1,4,1,5,1,4,4.809523809523809,3.9333333333333336,3.5185185185185186,3.4,4.2,4.2,2.0,4.2,4.2,4.2,4.2,5.0,4.2,4.2,2.5386684303350973
18,10,25,3,1,3,2,1,1,5,2,5,1,5,4.428571428571429,3.666666666666667,4.703703703703704,3.4,4.2,3.4,2.0,4.2,4.2,5.0,3.4,5.0,4.2,5.0,2.705511463844797
2,26,6,1,4,2,3,5,4,2,4,1,3,1,1.380952380952381,1.5333333333333332,1.8888888888888888,1.8,1.7999999999999998,2.6,3.0,1.0,1.7999999999999998,2.6,1.7999999999999998,1.8,2.6,1.8,2.702910052910053
16,1,27,5,4,0,2,1,4,3,1,5,1,3,4.0476190476190474,4.866666666666667,5.0,5.0,1.7999999999999998,1.0,2.0,4.2,1.7999999999999998,3.4,4.2,5.0,4.2,3.4,1.7686507936507934
6,18,9,3,4,3,5,3,4,5,0,0,0,4,2.142857142857143,2.6,2.333333333333333,3.4,1.7999999999999998,3.4,5.0,2.6,1.7999999999999998,5.0,5.0,1.0,5.0,4.2,2.76984126984127
14,17,11,3,2,3,3,2,2,2,2,2,3,2,3.6666666666666665,2.7333333333333334,2.6296296296296298,3.4,3.4,3.4,3.0,3.4,3.4,2.6,3.4,2.6,2.6,2.6,2.6956790123456793
15,11,18,3,1,4,1,1,2,5,1,5,1,4,3.857142857142857,3.533333333333333,3.6666666666666665,3.4,4.2,4.2,1.0,4.2,3.4,5.0,4.2,5.0,4.2,4.2,2.663492063492064
19,5,24,3,1,3,1,2,1,3,1,4,1,5,4.619047619047619,4.333333333333334,4.555555555555555,3.4,4.2,3.4,1.0,3.4,4.2,3.4,4.2,4.2,4.2,5.0,2.2322751322751317
13,17,11,3,3,3,2,3,3,3,2,2,3,3,3.4761904761904763,2.7333333333333334,2.6296296296296298,3.4,2.6,3.4,2.0,2.6,2.6,3.4,3.4,2.6,2.6,3.4,2.612742504409171
13,14,0,4,5,2,0,3,1,5,3,3,0,1,3.4761904761904763,3.1333333333333333,1.0,4.2,1.0,2.6,1.0,2.6,4.2,5.0,2.6,3.4,5.0,1.8,2.303174603174603
4,2,27,4,0,5,1,2,3,3,0,2,1,3,1.7619047619047619,4.733333333333333,5.0,4.2,5.0,5.0,1.0,3.4,2.6,3.4,5.0,2.6,4.2,3.4,1.8984126984126983
13,19,11,2,2,3,2,2,3,2,2,3,2,3,3.4761904761904763,2.466666666666667,2.6296296296296298,2.6,3.4,3.4,2.0,3.4,2.6,2.6,3.4,3.4,3.4,3.4,2.7794091710758373
13,14,21,5,3,0,1,3,0,1,0,0,0,4,3.4761904761904763,3.1333333333333333,4.111111111111111,5.0,2.6,1.0,1.0,2.6,5.0,1.8,5.0,1.0,5.0,4.2,2.4661375661375664
0,27,5,1,5,1,4,4,5,1,4,1,3,1,1.0,1.4000000000000004,1.7407407407407407,1.8,1.0,1.8,4.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.6891975308641975
14,19,10,2,2,3,2,3,2,2,2,2,2,2,3.6666666666666665,2.466666666666667,2.4814814814814814,2.6,3.4,3.4,2.0,2.6,3.4,2.6,3.4,2.6,3.4,2.6,2.7145061728395063
15,13,22,5,1,4,1,1,1,4,2,4,1,5,3.857142857142857,3.2666666666666666,4.2592592592592595,5.0,4.2,4.2,1.0,4.2,4.2,4.2,3.4,4.2,4.2,5.0,2.8548500881834213
3,27,1,1,4,1,3,4,5,1,4,1,3,1,1.5714285714285714,1.4000000000000004,1.1481481481481481,1.8,1.7999999999999998,1.8,3.0,1.7999999999999998,1.0,1.8,1.7999999999999998,1.8,2.6,1.8,2.6799823633156965
19,11,27,3,1,4,2,2,2,3,1,5,1,4,4.619047619047619,3.533333333333333,5.0,3.4,4.2,4.2,2.0,3.4,3.4,3.4,4.2,5.0,4.2,4.2,2.692460317460317
6,29,5,1,5,2,3,5,4,2,5,1,3,2,2.142857142857143,1.1333333333333329,1.7407407407407407,1.8,1.0,2.6,3.0,1.0,1.7999999999999998,2.6,1.0,1.8,2.6,2.6,2.8951499118165787
5,2,10,5,3,3,1,0,1,5,1,4,0,5,1.9523809523809523,4.733333333333333,2.4814814814814814,5.0,2.6,3.4,1.0,5.0,4.2,5.0,4.2,4.2,5.0,5.0,1.968077601410935
16,12,23,5,1,4,2,2,2,4,2,4,1,4,4.0476190476190474,3.4,4.407407407407407,5.0,4.2,4.2,2.0,3.4,3.4,4.2,3.4,4.2,4.2,4.2,2.7439594356261026
2,27,7,1,4,2,3,4,4,1,5,1,3,1,1.380952380952381,1.4000000000000004,2.037037037037037,1.8,1.7999999999999998,2.6,3.0,1.7999999999999998,1.7999999999999998,1.8,1.0,1.8,2.6,1.8,2.742416225749559
